Modified load curve 
1421.916796
1233.433075
1170.982058
1158.691155
1321.927223
1721.654191
1647.71159
1143.146008
1070.233551
963.4841847
905.9522277
987.8115
1033.683952
1076.91787
1333.062207
1604.341989
1868.532951
1993.884383
2089.029844
2361.079442
2301.766885
2103.762539
1877.625554
1560.472596
1400.725463
1216.941075
1158.746058
1150.622488
1316.784556
1713.762858
1657.354924
1192.402341
1138.802218
1034.654518
941.6358943
981.2091667
1025.139619
1072.51287
1293.343541
1577.371989
1854.927951
1992.28405
2097.453178
2377.571442
2320.652885
2121.584539
1896.777554
1584.678596
1427.236796
1245.314408
1187.828724
1177.222488
1341.965889
1738.057525
1653.076924
1133.342674
1056.005551
951.2588513
889.2632277
947.9541667
981.486619
1018.749537
1277.841541
1582.778322
1876.242618
2005.499717
2102.950511
2379.433442
2320.386885
2121.318539
1898.816888
1588.579929
1432.202129
1243.718408
1178.873391
1168.533155
1334.872556
1736.550191
1654.287924
1100.965674
1017.988218
925.0211847
850.553561
902.5598333
930.4132857
967.4405367
1211.997541
1547.570322
1864.609618
2008.24405
2098.694511
2370.389442
2311.874885
2113.604539
1889.950221
1576.787262
1419.434129
1234.053741
1170.184058
1158.336488
1322.902556
1722.274858
1638.686924
1153.812008
1103.702218
993.678518
895.1862277
939.7725
984.9269523
1035.652203
1285.005874
1587.317322
1870.762285
2003.012717
2090.625844
2362.675442
2298.840885
2093.831872
1867.517554
1554.975262
1398.952129
1215.345075
1156.440724
1147.962488
1313.503889
1714.117525
1621.11559
1114.326674
1056.117885
947.214518
853.5838943
893.1875
917.7342857
970.1162033
1251.485541
1585.866656
1874.977618
1992.90905
2087.788511
2360.458775
2302.742218
2102.787205
1878.157554
1564.905929
1409.503463
1230.507075
1177.898058
1178.020488
1350.743889
1753.751525
1715.144257
1278.050674
1256.094218
1154.264851
1067.052894
1086.3385
1098.713952
1128.946203
1334.971541
1609.570989
1878.229951
2006.11605
2101.886511
2380.231442
2322.692218
2123.801205
1899.880888
1587.693262
1433.620796
1255.156408
1200.774058
1197.261155
1365.107889
1763.593525
1678.258257
1175.022674
1126.498218
1030.661518
930.590561
947.7351667
968.940619
1030.76887
1298.269207
1632.397322
1911.436951
2020.927717
2113.856511
2390.073442
2335.637552
2140.470539
1916.372888
1601.525262
1444.526796
1262.781741
1203.877391
1194.778488
1361.472556
1762.263525
1663.565257
1154.479674
1099.640218
1014.975518
953.3798943
1005.293167
1033.332619
1084.13587
1312.624541
1606.486656
1873.065285
2015.683383
2104.635178
2376.684775
2318.879552
2122.293872
1900.146888
1588.579929
1432.379463
1248.417741
1184.902724
1170.749822
1332.123889
1728.038191
1627.224924
1112.417008
1044.651551
941.3168513
852.811561
879.4155
893.2982857
931.4522033
1180.751874
1510.180656
1829.302618
1992.718717
2083.709844
2356.646108
2295.294218
2095.250539
1870.886888
1561.536596
1411.631463
1234.585741
1178.518724
1170.749822
1334.961223
1731.584858
1626.392257
1096.225341
1007.772218
862.575518
770.802561
807.8758333
835.4372857
887.90787
1148.829541
1470.377656
1816.724951
1984.47705
2081.936511
2359.483442
2300.968885
2101.102539
1875.852221
1560.295262
1402.853463
1218.359741
1158.214058
1150.445155
1318.469223
1719.792191
1630.02559
1119.021674
1030.148885
896.433518
802.6752277
827.0668333
849.2779523
913.61487
1200.702207
1520.548322
1848.052618
1996.628717
2087.965844
2361.079442
2298.220218
2094.629872
1866.630888
1554.620596
1403.385463
1226.162408
1170.538724
1166.493822
1337.355223
1742.490858
1632.326257
1080.714674
1004.212218
915.436518
857.6732277
941.5308333
1002.636952
1066.01587
1303.055541
1570.150656
1857.230951
1995.032717
2092.310511
2370.566775
2315.244218
2120.786539
1900.412888
1590.796596
1437.876796
1257.195741
1199.621391
1192.384488
1358.280556
1755.170191
1635.146257
1107.682674
1050.762885
967.350518
920.0262277
983.1528333
1010.234286
1039.521537
1259.645207
1562.291989
1846.809618
1973.313717
2074.931844
2354.961442
2302.032885
2112.274539
1898.994221
1595.939262
1447.452796
1268.722408
1211.148058
1202.581155
1368.033889
1766.430858
1644.159924
1079.728341
996.156218
883.2908513
806.7038943
858.0938333
889.1652857
939.6852033
1241.004874
1577.405989
1888.854951
2003.90805
2094.172511
2369.502775
2310.190218
2110.767205
1890.127554
1582.905262
1432.911463
1257.107075
1206.094058
1204.709155
1374.417889
1774.676858
1697.62659
1218.441674
1178.818551
1058.453185
920.3068943
922.1185
913.5142857
944.09687
1195.018541
1525.372989
1859.812951
2001.23505
2095.945844
2370.389442
2308.594218
2107.397872
1884.009554
1572.176596
1415.976129
1232.546408
1171.957391
1161.262488
1326.981223
1728.481525
1616.348924
1076.612341
1002.934218
883.801518
794.7902277
831.7748333
850.5062857
887.71087
1135.676207
1486.988656
1823.424618
1997.05905
2096.477844
2374.290775
2316.840218
2117.062539
1891.102888
1578.117262
1424.754129
1244.693741
1184.902724
1174.296488
1337.177889
1735.220191
1585.490257
1022.233008
930.5618847
819.3358513
739.020561
785.9425
815.7552857
884.94087
1161.137207
1488.221656
1796.936951
1979.94205
2079.719844
2356.114108
2299.195552
2103.141872
1881.526888
1570.137262
1417.217463
1241.058408
1186.410058
1179.616488
1345.246556
1742.402191
1603.67359
1063.924008
982.3198847
869.1041847
784.675561
820.0188333
831.8342857
866.29887
1112.118874
1467.810656
1824.901951
1980.043717
2076.527844
2351.680775
2290.683552
2090.019205
1864.325554
1550.541929
1395.228129
1215.256408
1162.115391
1160.464488
1329.375223
1729.900191
1591.67759
1021.958341
939.3615513
830.330518
752.493561
803.4401667
833.3502857
884.1362033
1149.973541
1500.758322
1830.496618
1986.064383
2083.798511
2363.384775
2306.111552
2103.762539
1873.192221
1554.443262
1396.292129
1211.975741
1155.110724
1147.519155
1318.912556
1719.880858
1602.309257
1091.915341
1052.716218
953.010518
864.535561
891.7905
894.1659523
950.9445367
1233.691541
1526.924322
1823.556951
1978.26605
2082.468511
2363.030108
2308.062218
2111.299205
1888.176888
1573.240596
1413.759463
1229.265741
1168.322058
1158.602488
1322.725223
1723.338858
1654.324924
1171.372674
1120.041218
1008.890851
943.3678943
996.0661667
1027.639286
1075.08387
1297.912874
1582.639989
1871.080618
1984.215383
2079.631178
2355.493442
2298.486218
2103.939872
1884.630221
1576.521262
1424.931463
1243.363741
1184.902724
1177.133822
1341.522556
1736.018191
1735.499257
1369.900341
1413.752885
1387.449185
1352.637894
1410.502833
1405.678952
1404.732537
1572.243541
1770.767989
1938.371285
1974.390717
2073.158511
2350.528108
2290.594885
2089.753205
1863.882221
1548.768596
1389.376129
1203.818408
1141.101391
1130.849822
1293.731223
1688.404191
1680.367924
1269.098341
1254.047218
1160.727851
1077.181561
1118.9045
1124.223286
1175.528203
1399.598541
1639.065989
1870.936285
1960.45705
2061.986511
2340.331442
2279.600218
2079.733872
1853.330888
1539.192596
1379.268129
1195.395075
1132.412058
1120.741822
1283.357223
1679.626191
1641.08159
1188.255008
1169.661551
1100.665185
1026.623561
1077.061833
1119.255619
1161.146537
1360.058874
1629.437656
1863.576618
1969.146383
2069.523178
2346.538108
2281.284885
2073.438539
1843.222888
1525.715262
1365.436129
1179.435075
1121.594724
1114.269155
1284.687223
1687.606191
1642.949924
1194.381341
1155.106551
1075.299185
1007.338894
1048.562167
1089.412952
1138.28487
1374.141541
1651.130656
1894.657618
1988.99905
2086.103844
2361.611442
2301.057552
2106.245205
1885.073554
1573.329262
1417.660796
1234.851741
1180.203391
1179.527822
1352.783223
1755.879525
1667.10559
1186.259674
1151.067885
1066.933185
993.7588943
1033.438167
1064.057619
1107.875537
1332.339541
1621.290322
1883.121951
1990.59505
2083.798511
2359.217442
2306.111552
2116.441872
1899.082888
1590.530596
1435.926129
1255.245075
1195.542724
1185.025155
1348.083889
1743.820858
1684.119257
1207.257008
1164.193218
1060.964518
