date,years,method,load data type,Total LOL Hours,LOLP,LOLE,time taken
2026-02-04 20:46:31,100,SMCS,A,16.13,0.000018413267,0.161300217300,0:00:06
2026-02-04 20:53:33,100,SMCS,A,19.04,0.000021737364,0.190419309431,0:00:06
2026-02-04 20:55:24,100,SMCS,A,34.72,0.000039630021,0.347158980586,0:00:06
2026-02-23 18:23:41,1000,SMCS,A,208.00,0.000023744618,0.208002855534,0:01:25
2026-03-11 19:05:30,100,SMCS,A,0.00,0.000000000000,0.000000000000,0:00:06
2026-03-11 19:10:11,1000,SMCS,B,434.45,0.000049594338,0.434446398717,0:01:18
2026-03-11 19:23:03,100,SMCS,A,0.00,0.000000000000,0.000000000000,0:00:06
