Modified_minihydro_solar_wind,modified_solar_wind,Load_MW_2025,Mean Solar*1609,Means Wind*266,Mini_Hydro_Generation_MW
696.3769063,929.5923333,2100,1076.421,93.98666667,233.215427
724.845573,958.0609997,2250,1193.341667,98.59733333,233.215427
789.300573,1022.516,2350,1224.985333,102.4986667,233.215427
671.6082397,904.823667,2200,1187.978333,107.198,233.215427
699.387573,932.6029997,2100,1054.967667,112.4293333,233.215427
969.7969063,1203.012333,2150,826.4896667,120.498,233.215427
1291.25524,1524.470667,2200,545.9873333,129.542,233.215427
1688.794906,1922.010333,2300,241.8863333,136.1033333,233.215427
2020.179573,2253.395,2400,4.827,141.778,233.215427
2070.927906,2304.143333,2450,0,145.8566667,233.215427
2020.661906,2253.877333,2400,0,146.1226667,233.215427
1874.56324,2107.778667,2250,0,142.2213333,233.215427
1681.124573,1914.34,2050,0,135.66,233.215427
1488.12924,1721.344667,1850,0,128.6553333,233.215427
1294.601906,1527.817333,1650,0,122.1826667,233.215427
1172.75924,1405.974667,1520,0,114.0253333,233.215427
1143.842573,1377.058,1480,0,102.942,233.215427
1074.57124,1307.786667,1400,0,92.21333333,233.215427
1062.905906,1296.121333,1380,0,83.87866667,233.215427
1088.580573,1321.796,1400,0,78.204,233.215427
1240.885906,1474.101333,1550,0,75.89866667,233.215427
1178.192906,1411.408333,1700,217.215,71.37666667,233.215427
897.3032397,1130.518667,1750,555.6413333,63.84,233.215427
756.2862397,989.5016666,1900,842.5796667,67.91866667,233.215427
646.1452397,879.360667,2000,1051.213333,69.426,233.215427
720.500573,953.7159997,2200,1172.424667,73.85933333,233.215427
873.3769063,1106.592334,2400,1210.504333,82.90333333,233.215427
587.6872397,820.9026667,2100,1184.224,94.87333333,233.215427
480.745573,713.961,1900,1079.639,106.4,233.215427
570.778573,803.994,1800,879.5866667,116.4193333,233.215427
1020.84424,1254.059667,1950,570.1223333,125.818,233.215427
1416.759906,1649.975333,2000,215.606,134.4186667,233.215427
1720.28124,1953.496667,2100,3.218,143.2853333,233.215427
1837.735906,2070.951333,2220,0,149.0486667,233.215427
1766.228573,1999.444,2150,0,150.556,233.215427
1616.05124,1849.266667,2000,0,150.7333333,233.215427
1468.001906,1701.217333,1850,0,148.7826667,233.215427
1220.927906,1454.143333,1600,0,145.8566667,233.215427
1075.006573,1308.222,1450,0,141.778,233.215427
1230.769906,1463.985333,1600,0,136.0146667,233.215427
1188.040573,1421.256,1550,0,128.744,233.215427
1150.276573,1383.492,1500,0,116.508,233.215427
1143.753906,1376.969333,1480,0,103.0306667,233.215427
1192.70924,1425.924667,1520,0,94.07533333,233.215427
1378.383906,1611.599333,1700,0,88.40066667,233.215427
1416.196906,1649.412333,1950,220.433,80.15466667,233.215427
1105.337573,1338.553,2000,580.849,80.598,233.215427
913.3279063,1146.543333,2100,869.9326667,83.524,233.215427
1007.371573,1240.587,2400,1076.421,82.992,233.215427
1038.318573,1271.534,2550,1193.878,84.588,233.215427
1056.79824,1290.013667,2600,1221.231,88.75533333,233.215427
1039.20324,1272.418667,2550,1183.151333,94.43,233.215427
1048.582906,1281.798333,2450,1066.767,101.4346667,233.215427
1308.63324,1541.848667,2500,847.4066667,110.7446667,233.215427
1703.791906,1937.007333,2600,541.6966667,121.296,233.215427
1972.354573,2205.57,2550,214.5333333,129.8966667,233.215427
2046.301906,2279.517333,2420,4.290666667,136.192,233.215427
1975.006573,2208.222,2350,0,141.778,233.215427
2027.932573,2261.148,2400,0,138.852,233.215427
1931.47924,2164.694667,2300,0,135.3053333,233.215427
1731.74524,1964.960667,2100,0,135.0393333,233.215427
