Load
1531.242796
1344.000408
1278.623391
1263.495155
1423.450556
1818.300858
1892.265257
1683.405341
1892.818218
1989.743518
2030.959561
2113.4265
2110.931619
2052.33787
2108.124874
2163.750989
2174.926618
2126.54705
2225.576511
2502.236775
2441.416885
2238.801872
2010.182221
1692.319929
